age,blockNum,center,colormap,completionCode,correct,correlation,currentOffsets,distance,education,engagementCorrect,gender,generationTime,modelChoice,noiseAmplitude,noisePerturb,noisePerturbCount,prolificId,responseTime,selectedDecoyType,selection,stimulusCorrect,stimulusNum,trialNum,vis,subjectid,categorization,ciede2000_discriminative_power,contrast_sensitivity_discriminative_power,hue_discriminative_power,luminance_variation,lab_length,color_name_variation,chromatic_variation
,22,0.098716,Hue-5 with Wave-5,,1,0,58.04611872476544,0.1067514298330336,,2,,778,1,1.1,1.9,1,63e5872c841f61b1309e1d18,3647,0,3,78,39,1,fieldSmooth,4,667.198,164.668,291.643,203.859,368.642,NaN,4.292,246.640
,22,0.098716,Hue-5 with Wave-5,,1,0,58.04611872476544,0.0652910510960119,,2,,597,1,1.1,1.9,1,63e5872c841f61b1309e1d18,14790,0,4,78,40,2,fieldSmooth,4,667.198,164.668,291.643,203.859,368.642,NaN,4.292,246.640
,23,0.098716,Hue-5 with Wave-0,,1,0,58.04611872476544,0.0756733322871745,,2,,747,2,1.1,1.9,1,63e5872c841f61b1309e1d18,15419,1,1,78,41,1,fieldSmooth,4,414.445,94.321,127.048,191.850,27.033,NaN,2.551,95.982
,23,0.098716,Hue-5 with Wave-0,,1,0,58.04611872476544,0.113674829050097,,2,,574,1,1.1,1.9,1,63e5872c841f61b1309e1d18,11510,0,5,78,42,2,fieldSmooth,4,414.445,94.321,127.048,191.850,27.033,NaN,2.551,95.982
,24,0.098716,Hue-7 with Wave-6,,1,0,46.23697306705098,0.1073436138294541,,2,,585,1,1.1,1.9,1,63e5872c841f61b1309e1d18,10624,0,6,78,43,1,fieldSmooth,4,923.940,186.277,301.778,284.428,414.589,NaN,4.670,331.715
,24,0.098716,Hue-7 with Wave-6,,1,0,46.23697306705098,0.0806470729073417,,2,,668,1,1.1,1.9,1,63e5872c841f61b1309e1d18,5773,0,2,78,44,2,fieldSmooth,4,923.940,186.277,301.778,284.428,414.589,NaN,4.670,331.715
,25,0.098716,Hue-3 with Wave-5,,1,0,2.533162746773119,0.0933360769729996,,2,,735,1,1.1,1.9,1,63e5872c841f61b1309e1d18,6743,0,3,78,45,1,fieldSmooth,4,196.316,142.474,268.124,139.335,359.845,NaN,2.254,193.729
,25,0.098716,Hue-3 with Wave-5,,1,0,2.533162746773119,0.0566412668784905,,2,,640,2,1.1,1.9,1,63e5872c841f61b1309e1d18,6510,1,6,78,46,2,fieldSmooth,4,196.316,142.474,268.124,139.335,359.845,NaN,2.254,193.729
,26,0.098716,Hue-3 with Wave-6,,1,0,2.533162746773119,0.0785870624877941,,2,,773,1,1.1,1.9,1,63e5872c841f61b1309e1d18,28885,0,3,78,47,1,fieldSmooth,4,490.871,152.644,288.423,123.217,445.154,NaN,3.152,250.050
,26,0.098716,Hue-3 with Wave-6,,1,0,2.533162746773119,0.0526368694477773,,2,,616,1,1.1,1.9,1,63e5872c841f61b1309e1d18,9062,0,6,78,48,2,fieldSmooth,4,490.871,152.644,288.423,123.217,445.154,NaN,3.152,250.050
,27,0.098716,Hue-5 with Wave-9,,1,0,58.04611872476544,0.0419412807348664,,2,,818,1,1.1,1.9,1,63e5872c841f61b1309e1d18,13832,0,2,78,49,1,fieldSmooth,4,967.950,189.967,324.209,214.357,631.277,NaN,4.115,418.793
,27,0.098716,Hue-5 with Wave-9,,1,0,58.04611872476544,0.0664958406367114,,2,,669,2,1.1,1.9,1,63e5872c841f61b1309e1d18,9188,1,6,78,50,2,fieldSmooth,4,967.950,189.967,324.209,214.357,631.277,NaN,4.115,418.793
,28,0.098716,Hue-3 with Wave-0,,1,0,2.533162746773119,0.0685070337402601,,2,,625,1,1.1,1.9,1,63e5872c841f61b1309e1d18,9555,0,2,78,51,1,fieldSmooth,4,55.072,38.428,55.793,87.492,13.694,NaN,0.718,32.080
,28,0.098716,Hue-3 with Wave-0,,1,0,2.533162746773119,0.0667464118570168,,2,,629,1,1.1,1.9,1,63e5872c841f61b1309e1d18,23331,0,1,78,52,2,fieldSmooth,4,55.072,38.428,55.793,87.492,13.694,NaN,0.718,32.080
,29,0.098716,Hue-7 with Wave-8,,1,0,46.23697306705098,0.0975876453432677,,2,,767,1,1.1,1.9,1,63e5872c841f61b1309e1d18,8906,0,6,78,53,1,fieldSmooth,4,1239.638,206.071,335.080,288.868,581.497,NaN,7.304,352.011
,29,0.098716,Hue-7 with Wave-8,,1,0,46.23697306705098,0.1489420422019697,,2,,581,1,1.1,1.9,1,63e5872c841f61b1309e1d18,17004,0,2,78,54,2,fieldSmooth,4,1239.638,206.071,335.080,288.868,581.497,NaN,7.304,352.011
,31,0.098716,Hue-5 with Wave-3,,1,0,58.04611872476544,0.0768907249968546,,2,,746,2,1.1,1.9,1,63e5872c841f61b1309e1d18,8595,1,2,78,57,1,fieldSmooth,4,334.019,148.977,255.583,208.826,218.944,NaN,2.996,237.305
,31,0.098716,Hue-5 with Wave-3,,1,0,58.04611872476544,0.1105881657145567,,2,,647,1,1.1,1.9,1,63e5872c841f61b1309e1d18,15953,0,1,78,58,2,fieldSmooth,4,334.019,148.977,255.583,208.826,218.944,NaN,2.996,237.305
,33,0.098716,Hue-7 with Wave-4,,1,0,46.23697306705098,0.0835098375121036,,2,,723,2,1.1,1.9,1,63e5872c841f61b1309e1d18,37919,1,3,78,61,1,fieldSmooth,4,748.667,178.546,289.020,293.614,304.687,NaN,5.036,210.087
,33,0.098716,Hue-7 with Wave-4,,1,0,46.23697306705098,0.0883093949400121,,2,,619,1,1.1,1.9,1,63e5872c841f61b1309e1d18,3320,0,1,78,62,2,fieldSmooth,4,748.667,178.546,289.020,293.614,304.687,NaN,5.036,210.087
,34,0.098716,Hue-3 with Wave-2,,1,0,2.533162746773119,0.1206705780842759,,2,,715,2,1.1,1.9,1,63e5872c841f61b1309e1d18,5338,1,2,78,63,1,fieldSmooth,4,191.755,110.853,217.449,121.547,153.656,NaN,2.169,73.745
,34,0.098716,Hue-3 with Wave-2,,1,0,2.533162746773119,0.0596413945170824,,2,,618,1,1.1,1.9,1,63e5872c841f61b1309e1d18,45574,0,2,78,64,2,fieldSmooth,4,191.755,110.853,217.449,121.547,153.656,NaN,2.169,73.745
,36,0.098716,Hue-7 with Wave-2,,1,0,46.23697306705098,0.0502054204336147,,2,,635,2,1.1,1.9,1,63e5872c841f61b1309e1d18,33869,1,5,78,65,1,fieldSmooth,4,621.140,159.511,256.771,284.432,159.147,NaN,3.653,170.125
,36,0.098716,Hue-7 with Wave-2,,1,0,46.23697306705098,0.0950905913977543,,2,,616,2,1.1,1.9,1,63e5872c841f61b1309e1d18,3731,1,1,78,66,2,fieldSmooth,4,621.140,159.511,256.771,284.432,159.147,NaN,3.653,170.125
,37,0.098716,Hue-7 with Wave-3,,1,0,46.23697306705098,0.0543365526361323,,2,,756,2,1.1,1.9,1,63e5872c841f61b1309e1d18,10385,1,3,78,67,1,fieldSmooth,4,776.421,163.341,265.946,282.458,217.845,NaN,4.430,146.557
,37,0.098716,Hue-7 with Wave-3,,1,0,46.23697306705098,0.1332461575371226,,2,,575,1,1.1,1.9,1,63e5872c841f61b1309e1d18,39923,0,5,78,68,2,fieldSmooth,4,776.421,163.341,265.946,282.458,217.845,NaN,4.430,146.557
,38,0.098716,Hue-7 with Wave-1,,1,0,46.23697306705098,0.0691229312900422,,2,,768,1,1.1,1.9,1,63e5872c841f61b1309e1d18,12518,0,6,78,69,1,fieldSmooth,4,681.808,134.680,205.784,277.773,76.538,NaN,3.538,146.398
,38,0.098716,Hue-7 with Wave-1,,1,0,46.23697306705098,0.0811541850244293,,2,,604,1,1.1,1.9,1,63e5872c841f61b1309e1d18,10072,0,3,78,70,2,fieldSmooth,4,681.808,134.680,205.784,277.773,76.538,NaN,3.538,146.398
,39,0.098716,Hue-7 with Wave-0,,1,0,46.23697306705098,0.0437874373218254,,2,,782,1,1.1,1.9,1,63e5872c841f61b1309e1d18,11660,0,6,78,71,1,fieldSmooth,4,803.054,136.902,176.738,278.502,39.865,NaN,3.949,131.021
,39,0.098716,Hue-7 with Wave-0,,1,0,46.23697306705098,0.055130071563214,,2,,616,1,1.1,1.9,1,63e5872c841f61b1309e1d18,6028,0,1,78,72,2,fieldSmooth,4,803.054,136.902,176.738,278.502,39.865,NaN,3.949,131.021
,41,0.098716,Hue-7 with Wave-7,,1,0,46.23697306705098,0.0878962888175405,,2,,724,1,1.1,1.9,1,63e5872c841f61b1309e1d18,4821,0,1,78,75,1,fieldSmooth,4,1011.067,200.876,323.045,287.842,497.641,NaN,5.203,361.995
,41,0.098716,Hue-7 with Wave-7,,1,0,46.23697306705098,0.0518414611243024,,2,,619,1,1.1,1.9,1,63e5872c841f61b1309e1d18,20665,0,1,78,76,2,fieldSmooth,4,1011.067,200.876,323.045,287.842,497.641,NaN,5.203,361.995
,1,0.098716,Hue-3 with Wave-3,,1,0,44.73369780893667,0.0370279443626846,,2,,905,2,1.1,1.9,1,646774e0f86825ab62c37581,103549,1,3,46,1,1,fieldSmooth,5,354.625,132.965,246.840,116.205,222.589,NaN,2.862,185.941
,1,0.098716,Hue-3 with Wave-3,,1,0,44.73369780893667,0.0700334951783791,,2,,945,2,1.1,1.9,1,646774e0f86825ab62c37581,46823,1,5,46,2,2,fieldSmooth,5,354.625,132.965,246.840,116.205,222.589,NaN,2.862,185.941
,2,0.098716,Hue-7 with Wave-0,,1,0,56.88150269999558,0.0714429598064921,,2,,900,1,1.1,1.9,1,646774e0f86825ab62c37581,11332,0,1,46,3,1,fieldSmooth,5,963.085,134.725,172.646,278.067,35.390,NaN,3.987,121.464
,2,0.098716,Hue-7 with Wave-0,,1,0,56.88150269999558,0.0871988919443761,,2,,866,1,1.1,1.9,1,646774e0f86825ab62c37581,6645,0,4,46,4,2,fieldSmooth,5,963.085,134.725,172.646,278.067,35.390,NaN,3.987,121.464
,3,0.098716,Hue-7 with Wave-2,,1,0,56.88150269999558,0.0912226020892301,,2,,1095,2,1.1,1.9,1,646774e0f86825ab62c37581,8369,1,3,46,5,1,fieldSmooth,5,628.240,158.993,257.908,284.268,158.913,NaN,3.977,182.128
,3,0.098716,Hue-7 with Wave-2,,1,0,56.88150269999558,0.091172617187633,,2,,811,2,1.1,1.9,1,646774e0f86825ab62c37581,5453,1,2,46,6,2,fieldSmooth,5,628.240,158.993,257.908,284.268,158.913,NaN,3.977,182.128
,4,0.098716,Hue-5 with Wave-7,,1,0,27.949694569807928,0.0602204535721998,,2,,1276,2,1.1,1.9,1,646774e0f86825ab62c37581,12525,1,6,46,7,1,fieldSmooth,5,580.545,181.631,316.115,211.827,516.610,NaN,3.671,322.464
,4,0.098716,Hue-5 with Wave-7,,1,0,27.949694569807928,0.1165621393114343,,2,,753,1,1.1,1.9,1,646774e0f86825ab62c37581,7182,0,5,46,8,2,fieldSmooth,5,580.545,181.631,316.115,211.827,516.610,NaN,3.671,322.464
,5,0.098716,Hue-3 with Wave-1,,1,0,44.73369780893667,0.0705380922215574,,2,,1039,2,1.1,1.9,1,646774e0f86825ab62c37581,9199,1,3,46,9,1,fieldSmooth,5,69.523,101.173,183.255,136.300,77.954,NaN,1.099,110.528
,5,0.098716,Hue-3 with Wave-1,,1,0,44.73369780893667,0.1121151144666191,,2,,888,2,1.1,1.9,1,646774e0f86825ab62c37581,5552,1,2,46,10,2,fieldSmooth,5,69.523,101.173,183.255,136.300,77.954,NaN,1.099,110.528
,7,0.098716,Hue-7 with Wave-5,,1,0,56.88150269999558,0.056247974548423,,2,,1019,2,1.1,1.9,1,646774e0f86825ab62c37581,8201,1,4,46,13,1,fieldSmooth,5,881.067,186.985,302.681,286.403,362.588,NaN,5.155,314.241
,7,0.098716,Hue-7 with Wave-5,,1,0,56.88150269999558,0.0716096256893073,,2,,963,1,1.1,1.9,1,646774e0f86825ab62c37581,8615,0,3,46,14,2,fieldSmooth,5,881.067,186.985,302.681,286.403,362.588,NaN,5.155,314.241
,8,0.098716,Hue-3 with Wave-8,,1,0,44.73369780893667,0.0776137965210659,,2,,999,2,1.1,1.9,1,646774e0f86825ab62c37581,17135,1,3,46,15,1,fieldSmooth,5,576.197,151.582,276.297,126.640,469.044,NaN,5.943,343.182
,8,0.098716,Hue-3 with Wave-8,,1,0,44.73369780893667,0.0611924044822246,,2,,862,1,1.1,1.9,1,646774e0f86825ab62c37581,4942,0,1,46,16,2,fieldSmooth,5,576.197,151.582,276.297,126.640,469.044,NaN,5.943,343.182
,9,0.098716,Hue-5 with Wave-6,,1,0,27.949694569807928,0.0346546941499937,,2,,1150,2,1.1,1.9,1,646774e0f86825ab62c37581,15357,1,2,46,17,1,fieldSmooth,5,613.252,169.077,292.845,214.165,433.088,NaN,3.753,247.587
,9,0.098716,Hue-5 with Wave-6,,1,0,27.949694569807928,0.093450502067983,,2,,935,1,1.1,1.9,1,646774e0f86825ab62c37581,5683,0,1,46,18,2,fieldSmooth,5,613.252,169.077,292.845,214.165,433.088,NaN,3.753,247.587
,10,0.098716,Hue-5 with Wave-0,,1,0,27.949694569807928,0.1016505415377305,,2,,940,1,1.1,1.9,1,646774e0f86825ab62c37581,12572,0,4,46,19,1,fieldSmooth,5,527.825,92.439,122.996,197.980,19.214,NaN,2.600,107.303
,10,0.098716,Hue-5 with Wave-0,,1,0,27.949694569807928,0.0727574011877378,,2,,844,1,1.1,1.9,1,646774e0f86825ab62c37581,14931,0,2,46,20,2,fieldSmooth,5,527.825,92.439,122.996,197.980,19.214,NaN,2.600,107.303
,11,0.098716,Hue-5 with Wave-2,,1,0,27.949694569807928,0.0811502680855765,,2,,1028,2,1.1,1.9,1,646774e0f86825ab62c37581,16402,1,3,46,21,1,fieldSmooth,5,499.785,128.287,227.800,202.750,157.026,NaN,2.780,73.953
,11,0.098716,Hue-5 with Wave-2,,1,0,27.949694569807928,0.0923325347333026,,2,,941,2,1.1,1.9,1,646774e0f86825ab62c37581,4643,1,2,46,22,2,fieldSmooth,5,499.785,128.287,227.800,202.750,157.026,NaN,2.780,73.953
,12,0.098716,Hue-7 with Wave-7,,1,0,56.88150269999558,0.10235811043931,,2,,1460,2,1.1,1.9,1,646774e0f86825ab62c37581,4115,1,2,46,23,1,fieldSmooth,5,1051.717,197.482,324.104,284.316,508.706,NaN,5.144,333.754
,12,0.098716,Hue-7 with Wave-7,,1,0,56.88150269999558,0.0955682408148146,,2,,1256,1,1.1,1.9,1,646774e0f86825ab62c37581,7437,0,5,46,24,2,fieldSmooth,5,1051.717,197.482,324.104,284.316,508.706,NaN,5.144,333.754
,14,0.098716,Hue-7 with Wave-4,,1,0,56.88150269999558,0.0469266951324289,,2,,2443,2,1.1,1.9,1,646774e0f86825ab62c37581,9107,1,3,46,27,1,fieldSmooth,5,696.538,178.637,288.255,296.759,299.219,NaN,5.495,241.797
,14,0.098716,Hue-7 with Wave-4,,1,0,56.88150269999558,0.0875044355754133,,2,,1271,2,1.1,1.9,1,646774e0f86825ab62c37581,21786,1,6,46,28,2,fieldSmooth,5,696.538,178.637,288.255,296.759,299.219,NaN,5.495,241.797
,15,0.098716,Hue-3 with Wave-4,,1,0,44.73369780893667,0.0654768313211732,,2,,2328,2,1.1,1.9,1,646774e0f86825ab62c37581,39914,1,3,46,29,1,fieldSmooth,5,317.544,147.798,264.419,133.031,286.724,NaN,5.064,237.936
,15,0.098716,Hue-3 with Wave-4,,1,0,44.73369780893667,0.0741351797499412,,2,,1372,1,1.1,1.9,1,646774e0f86825ab62c37581,31822,0,1,46,30,2,fieldSmooth,5,317.544,147.798,264.419,133.031,286.724,NaN,5.064,237.936
,17,0.098716,Hue-5 with Wave-3,,1,0,27.949694569807928,0.0561109430451305,,2,,1626,2,1.1,1.9,1,646774e0f86825ab62c37581,30381,1,1,46,33,1,fieldSmooth,5,434.496,149.720,261.395,215.342,227.252,NaN,3.032,171.850
,17,0.098716,Hue-5 with Wave-3,,1,0,27.949694569807928,0.0804554727423884,,2,,937,1,1.1,1.9,1,646774e0f86825ab62c37581,31276,0,1,46,34,2,fieldSmooth,5,434.496,149.720,261.395,215.342,227.252,NaN,3.032,171.850
,19,0.098716,Hue-7 with Wave-8,,0,0,56.88150269999558,0.1056035726192985,,2,,1150,0,1.1,1.9,1,646774e0f86825ab62c37581,48072,-1,6,46,37,1,fieldSmooth,5,1290.655,203.451,333.612,285.741,593.347,NaN,7.546,319.508
,19,0.098716,Hue-7 with Wave-8,,0,0,56.88150269999558,0.0403857662624596,,2,,1030,0,1.1,1.9,1,646774e0f86825ab62c37581,29918,-1,6,46,38,2,fieldSmooth,5,1290.655,203.451,333.612,285.741,593.347,NaN,7.546,319.508
,20,0.098716,Hue-7 with Wave-3,,0,0,56.88150269999558,0.0616666114118053,,2,,1531,0,1.1,1.9,1,646774e0f86825ab62c37581,14279,-1,6,46,39,1,fieldSmooth,5,686.007,164.925,267.442,285.274,220.175,NaN,4.679,152.394
,20,0.098716,Hue-7 with Wave-3,,0,0,56.88150269999558,0.121956863796623,,2,,1066,0,1.1,1.9,1,646774e0f86825ab62c37581,25196,-1,2,46,40,2,fieldSmooth,5,686.007,164.925,267.442,285.274,220.175,NaN,4.679,152.394
,21,0.098716,Hue-5 with Wave-1,,0,0,27.949694569807928,0.0825835129797125,,2,,1954,0,1.1,1.9,1,646774e0f86825ab62c37581,27078,-1,6,46,41,1,fieldSmooth,5,477.487,107.440,186.484,200.212,79.963,NaN,1.943,94.476
,21,0.098716,Hue-5 with Wave-1,,0,0,27.949694569807928,0.1040185796664674,,2,,857,0,1.1,1.9,1,646774e0f86825ab62c37581,21863,-1,2,46,42,2,fieldSmooth,5,477.487,107.440,186.484,200.212,79.963,NaN,1.943,94.476
,23,0.098716,Hue-3 with Wave-0,,1,0,44.73369780893667,0.1628298361098129,,2,,1696,2,1.1,1.9,1,646774e0f86825ab62c37581,16148,1,2,46,45,1,fieldSmooth,5,118.198,68.864,92.910,102.415,21.908,NaN,1.621,63.850
,23,0.098716,Hue-3 with Wave-0,,0,0,44.73369780893667,0.1049437466248318,,2,,1239,0,1.1,1.9,1,646774e0f86825ab62c37581,10664,-1,2,46,46,2,fieldSmooth,5,118.198,68.864,92.910,102.415,21.908,NaN,1.621,63.850
,27,0.098716,Hue-3 with Wave-9,,0,0,44.73369780893667,0.0682227119281508,,2,,1050,0,1.1,1.9,1,646774e0f86825ab62c37581,1586,-1,2,46,49,1,fieldSmooth,5,341.029,156.596,278.331,139.275,497.621,NaN,3.547,449.628
,27,0.098716,Hue-3 with Wave-9,,1,0,44.73369780893667,0.0609044861758464,,2,,887,2,1.1,1.9,1,646774e0f86825ab62c37581,1755,1,4,46,50,2,fieldSmooth,5,341.029,156.596,278.331,139.275,497.621,NaN,3.547,449.628
,28,0.098716,Hue-3 with Wave-7,,0,0,44.73369780893667,0.0728508451754437,,2,,1187,0,1.1,1.9,1,646774e0f86825ab62c37581,1648,-1,1,46,51,1,fieldSmooth,5,373.896,157.447,278.110,132.824,433.919,NaN,4.028,367.596
,28,0.098716,Hue-3 with Wave-7,,0,0,44.73369780893667,0.0601115962870299,,2,,812,0,1.1,1.9,1,646774e0f86825ab62c37581,1845,-1,6,46,52,2,fieldSmooth,5,373.896,157.447,278.110,132.824,433.919,NaN,4.028,367.596
,29,0.098716,Hue-7 with Wave-6,,1,0,56.88150269999558,0.1004394790502616,,2,,1073,1,1.1,1.9,1,646774e0f86825ab62c37581,1469,0,2,46,53,1,fieldSmooth,5,948.622,191.297,310.729,285.082,432.140,NaN,5.026,339.065
,29,0.098716,Hue-7 with Wave-6,,0,0,56.88150269999558,0.1157622142197717,,2,,738,0,1.1,1.9,1,646774e0f86825ab62c37581,1605,-1,4,46,54,2,fieldSmooth,5,948.622,191.297,310.729,285.082,432.140,NaN,5.026,339.065
,30,0.098716,Hue-7 with Wave-9,,0,0,56.88150269999558,0.0853573490877782,,2,,1120,0,1.1,1.9,1,646774e0f86825ab62c37581,1314,-1,3,46,55,1,fieldSmooth,5,1459.625,210.825,337.316,299.840,641.050,NaN,5.291,370.122
,30,0.098716,Hue-7 with Wave-9,,0,0,56.88150269999558,0.0998515860732909,,2,,984,0,1.1,1.9,1,646774e0f86825ab62c37581,1531,-1,5,46,56,2,fieldSmooth,5,1459.625,210.825,337.316,299.840,641.050,NaN,5.291,370.122
,33,0.098716,Hue-5 with Wave-5,,1,0,27.949694569807928,0.0829247721723127,,2,,1035,2,1.1,1.9,1,646774e0f86825ab62c37581,1283,1,2,46,61,1,fieldSmooth,5,497.170,167.832,291.197,225.627,363.164,NaN,3.163,265.949
,33,0.098716,Hue-5 with Wave-5,,0,0,27.949694569807928,0.0665378538975405,,2,,928,0,1.1,1.9,1,646774e0f86825ab62c37581,1396,-1,5,46,62,2,fieldSmooth,5,497.170,167.832,291.197,225.627,363.164,NaN,3.163,265.949
,34,0.098716,Hue-5 with Wave-8,,1,0,27.949694569807928,0.0577124084082709,,2,,1074,2,1.1,1.9,1,646774e0f86825ab62c37581,1267,1,3,46,63,1,fieldSmooth,5,1198.617,170.755,312.144,202.096,603.286,NaN,7.411,204.245
,34,0.098716,Hue-5 with Wave-8,,0,0,27.949694569807928,0.0706793702199227,,2,,987,0,1.1,1.9,1,646774e0f86825ab62c37581,1393,-1,4,46,64,2,fieldSmooth,5,1198.617,170.755,312.144,202.096,603.286,NaN,7.411,204.245
,35,0.098716,Hue-5 with Wave-9,,1,0,27.949694569807928,0.0635953870998019,,2,,1461,1,1.1,1.9,1,646774e0f86825ab62c37581,1286,0,1,46,65,1,fieldSmooth,5,898.236,192.003,329.731,215.222,659.759,NaN,3.791,355.231
,35,0.098716,Hue-5 with Wave-9,,1,0,27.949694569807928,0.0741653155653465,,2,,1108,1,1.1,1.9,1,646774e0f86825ab62c37581,1465,0,2,46,66,2,fieldSmooth,5,898.236,192.003,329.731,215.222,659.759,NaN,3.791,355.231
,38,0.098716,Hue-3 with Wave-2,,0,0,44.73369780893667,0.0901846747360792,,2,,1166,0,1.1,1.9,1,646774e0f86825ab62c37581,1404,-1,4,46,69,1,fieldSmooth,5,152.468,114.999,213.563,104.095,146.563,NaN,2.403,186.612
,38,0.098716,Hue-3 with Wave-2,,0,0,44.73369780893667,0.0708306924420621,,2,,765,0,1.1,1.9,1,646774e0f86825ab62c37581,1586,-1,1,46,70,2,fieldSmooth,5,152.468,114.999,213.563,104.095,146.563,NaN,2.403,186.612
,39,0.098716,Hue-3 with Wave-5,,1,0,44.73369780893667,0.048814508671942,,2,,1201,2,1.1,1.9,1,646774e0f86825ab62c37581,1471,1,6,46,71,1,fieldSmooth,5,361.023,151.970,267.393,139.501,334.997,NaN,2.997,269.342
,39,0.098716,Hue-3 with Wave-5,,0,0,44.73369780893667,0.0486803870812258,,2,,844,0,1.1,1.9,1,646774e0f86825ab62c37581,1956,-1,2,46,72,2,fieldSmooth,5,361.023,151.970,267.393,139.501,334.997,NaN,2.997,269.342
,40,0.098716,Hue-3 with Wave-6,,0,0,44.73369780893667,0.0921977184496149,,2,,1066,0,1.1,1.9,1,646774e0f86825ab62c37581,1315,-1,4,46,73,1,fieldSmooth,5,462.659,152.075,284.093,112.266,412.505,NaN,4.247,334.123
,40,0.098716,Hue-3 with Wave-6,,0,0,44.73369780893667,0.0868596079140131,,2,,765,0,1.1,1.9,1,646774e0f86825ab62c37581,1673,-1,3,46,74,2,fieldSmooth,5,462.659,152.075,284.093,112.266,412.505,NaN,4.247,334.123
,41,0.098716,Hue-5 with Wave-4,,0,0,27.949694569807928,0.0657232159521459,,2,,822,0,1.1,1.9,1,646774e0f86825ab62c37581,1457,-1,1,46,75,1,fieldSmooth,5,473.153,157.966,276.246,214.420,302.125,NaN,4.966,211.766
,41,0.098716,Hue-5 with Wave-4,,0,0,27.949694569807928,0.0579702956969109,,2,,837,0,1.1,1.9,1,646774e0f86825ab62c37581,1486,-1,2,46,76,2,fieldSmooth,5,473.153,157.966,276.246,214.420,302.125,NaN,4.966,211.766
,42,0.098716,Hue-7 with Wave-1,,1,0,56.88150269999558,0.1128759454658671,,2,,1044,2,1.1,1.9,1,646774e0f86825ab62c37581,1165,1,4,46,77,1,fieldSmooth,5,675.509,137.343,216.444,279.230,78.100,NaN,4.173,212.354
,42,0.098716,Hue-7 with Wave-1,,0,0,56.88150269999558,0.0724659790111184,,2,,855,0,1.1,1.9,1,646774e0f86825ab62c37581,1527,-1,1,46,78,2,fieldSmooth,5,675.509,137.343,216.444,279.230,78.100,NaN,4.173,212.354
45-54,3,0.098716,Hue-7 with Wave-7,,1,0,50.80507908801665,0.0958098218728004,bachelor,3,male,1844,1,1.1,1.9,1,64788046d0fc88f991d3847c,25946,0,2,78,5,1,fieldSmooth,6,1265.892,198.224,324.358,285.096,511.359,NaN,5.302,347.206
45-54,3,0.098716,Hue-7 with Wave-7,,1,0,50.80507908801665,0.0787558234803093,bachelor,3,male,1284,1,1.1,1.9,1,64788046d0fc88f991d3847c,19534,0,4,78,6,2,fieldSmooth,6,1265.892,198.224,324.358,285.096,511.359,NaN,5.302,347.206
45-54,4,0.098716,Hue-7 with Wave-0,,1,0,50.80507908801665,0.0582927713317275,bachelor,3,male,1567,1,1.1,1.9,1,64788046d0fc88f991d3847c,16862,0,6,78,7,1,fieldSmooth,6,878.760,135.528,174.341,278.388,38.597,NaN,3.899,126.772
45-54,4,0.098716,Hue-7 with Wave-0,,1,0,50.80507908801665,0.094049270890424,bachelor,3,male,1215,1,1.1,1.9,1,64788046d0fc88f991d3847c,17937,0,3,78,8,2,fieldSmooth,6,878.760,135.528,174.341,278.388,38.597,NaN,3.899,126.772
45-54,5,0.098716,Hue-7 with Wave-8,,1,0,50.80507908801665,0.0838837924233703,bachelor,3,male,1655,2,1.1,1.9,1,64788046d0fc88f991d3847c,20577,1,4,78,9,1,fieldSmooth,6,1210.764,204.402,335.061,285.649,597.507,NaN,7.555,331.141
45-54,5,0.098716,Hue-7 with Wave-8,,1,0,50.80507908801665,0.0895501538069735,bachelor,3,male,1270,1,1.1,1.9,1,64788046d0fc88f991d3847c,8587,0,4,78,10,2,fieldSmooth,6,1210.764,204.402,335.061,285.649,597.507,NaN,7.555,331.141
45-54,6,0.098716,Hue-3 with Wave-6,,1,0,48.88652920118138,0.0840033984834565,bachelor,3,male,1441,1,1.1,1.9,1,64788046d0fc88f991d3847c,21783,0,1,78,11,1,fieldSmooth,6,321.556,157.019,282.505,121.972,405.871,NaN,4.104,359.974
45-54,6,0.098716,Hue-3 with Wave-6,,1,0,48.88652920118138,0.0611554042099073,bachelor,3,male,1326,1,1.1,1.9,1,64788046d0fc88f991d3847c,8127,0,5,78,12,2,fieldSmooth,6,321.556,157.019,282.505,121.972,405.871,NaN,4.104,359.974
45-54,7,0.098716,Hue-3 with Wave-3,,1,0,48.88652920118138,0.0615209436047798,bachelor,3,male,2157,1,1.1,1.9,1,64788046d0fc88f991d3847c,6056,0,1,78,13,1,fieldSmooth,6,368.800,132.809,245.523,116.570,219.463,NaN,3.006,184.069
45-54,7,0.098716,Hue-3 with Wave-3,,1,0,48.88652920118138,0.0563959418308573,bachelor,3,male,1383,1,1.1,1.9,1,64788046d0fc88f991d3847c,21769,0,1,78,14,2,fieldSmooth,6,368.800,132.809,245.523,116.570,219.463,NaN,3.006,184.069
45-54,8,0.098716,Hue-3 with Wave-1,,1,0,48.88652920118138,0.0707631711742782,bachelor,3,male,1627,2,1.1,1.9,1,64788046d0fc88f991d3847c,8111,1,5,78,15,1,fieldSmooth,6,70.615,103.018,185.468,140.289,77.609,NaN,1.381,120.619
45-54,8,0.098716,Hue-3 with Wave-1,,1,0,48.88652920118138,0.0791029178139905,bachelor,3,male,1239,2,1.1,1.9,1,64788046d0fc88f991d3847c,21333,1,1,78,16,2,fieldSmooth,6,70.615,103.018,185.468,140.289,77.609,NaN,1.381,120.619
