age,blockNum,center,colormap,completionCode,correct,correlation,currentOffsets,distance,education,engagementCorrect,gender,generationTime,modelChoice,noiseAmplitude,noisePerturb,noisePerturbCount,prolificId,responseTime,selectedDecoyType,selection,stimulusCorrect,stimulusNum,trialNum,vis,subjectid,categorization,ciede2000_discriminative_power,contrast_sensitivity_discriminative_power,hue_discriminative_power,luminance_variation,lab_length,color_name_variation,chromatic_variation
35-44,1,0.098716,Hue-5 with Wave-3,,0,0,43.48809406996964,0.0754116844418864,high_school,3,male,1346,0,1.1,1.9,1,5a381de00006450001bf2691,18052,-1,5,75,1,1,fieldSmooth,1,481.278,151.640,260.012,222.396,221.229,NaN,2.835,211.958
35-44,1,0.098716,Hue-5 with Wave-3,,1,0,43.48809406996964,0.0790680335264571,high_school,3,male,1038,2,1.1,1.9,1,5a381de00006450001bf2691,4977,1,2,75,2,2,fieldSmooth,1,481.278,151.640,260.012,222.396,221.229,NaN,2.835,211.958
35-44,2,0.098716,Hue-7 with Wave-9,,1,0,48.9271395181075,0.1216564098251199,high_school,3,male,2077,2,1.1,1.9,1,5a381de00006450001bf2691,10287,1,4,75,3,1,fieldSmooth,1,1383.719,210.842,337.417,298.246,645.660,NaN,5.585,383.323
35-44,2,0.098716,Hue-7 with Wave-9,,1,0,48.9271395181075,0.117302064798291,high_school,3,male,1029,1,1.1,1.9,1,5a381de00006450001bf2691,6074,0,1,75,4,2,fieldSmooth,1,1383.719,210.842,337.417,298.246,645.660,NaN,5.585,383.323
35-44,3,0.098716,Hue-7 with Wave-8,,1,0,48.9271395181075,0.0582462086814396,high_school,3,male,2103,1,1.1,1.9,1,5a381de00006450001bf2691,12805,0,5,75,5,1,fieldSmooth,1,1367.338,204.502,335.468,285.366,597.676,NaN,7.534,340.786
35-44,3,0.098716,Hue-7 with Wave-8,,1,0,48.9271395181075,0.0763654491532991,high_school,3,male,1178,2,1.1,1.9,1,5a381de00006450001bf2691,6589,1,3,75,6,2,fieldSmooth,1,1367.338,204.502,335.468,285.366,597.676,NaN,7.534,340.786
35-44,4,0.098716,Hue-7 with Wave-5,,1,0,48.9271395181075,0.0900162516298092,high_school,3,male,1994,2,1.1,1.9,1,5a381de00006450001bf2691,3991,1,2,75,7,1,fieldSmooth,1,1017.101,187.245,301.978,292.341,359.671,NaN,5.351,328.696
35-44,4,0.098716,Hue-7 with Wave-5,,1,0,48.9271395181075,0.0496113002198905,high_school,3,male,1055,2,1.1,1.9,1,5a381de00006450001bf2691,4219,1,6,75,8,2,fieldSmooth,1,1017.101,187.245,301.978,292.341,359.671,NaN,5.351,328.696
35-44,6,0.098716,Hue-5 with Wave-7,,1,0,43.48809406996964,0.0880089073704449,high_school,3,male,1991,2,1.1,1.9,1,5a381de00006450001bf2691,13081,1,6,75,11,1,fieldSmooth,1,749.262,184.327,314.465,221.635,507.167,NaN,3.872,310.683
35-44,6,0.098716,Hue-5 with Wave-7,,1,0,43.48809406996964,0.075563198054865,high_school,3,male,966,2,1.1,1.9,1,5a381de00006450001bf2691,4428,1,3,75,12,2,fieldSmooth,1,749.262,184.327,314.465,221.635,507.167,NaN,3.872,310.683
35-44,7,0.098716,Hue-3 with Wave-3,,1,0,0.7178951735859784,0.0499267245508108,high_school,3,male,1929,2,1.1,1.9,1,5a381de00006450001bf2691,7756,1,4,75,13,1,fieldSmooth,1,195.197,124.103,236.929,131.960,221.574,NaN,1.742,109.841
35-44,7,0.098716,Hue-3 with Wave-3,,1,0,0.7178951735859784,0.0817289061033625,high_school,3,male,1075,2,1.1,1.9,1,5a381de00006450001bf2691,13519,1,6,75,14,2,fieldSmooth,1,195.197,124.103,236.929,131.960,221.574,NaN,1.742,109.841
35-44,8,0.098716,Hue-7 with Wave-7,,0,0,48.9271395181075,0.0677092152794661,high_school,3,male,1870,0,1.1,1.9,1,5a381de00006450001bf2691,7559,-1,1,75,15,1,fieldSmooth,1,1022.689,200.519,323.211,287.499,499.454,NaN,5.184,354.811
35-44,8,0.098716,Hue-7 with Wave-7,,1,0,48.9271395181075,0.086298514876018,high_school,3,male,986,2,1.1,1.9,1,5a381de00006450001bf2691,8218,1,4,75,16,2,fieldSmooth,1,1022.689,200.519,323.211,287.499,499.454,NaN,5.184,354.811
35-44,11,0.098716,Hue-3 with Wave-6,,1,0,0.7178951735859784,0.0637360884210933,high_school,3,male,1989,2,1.1,1.9,1,5a381de00006450001bf2691,4725,1,5,75,21,1,fieldSmooth,1,440.039,152.900,288.039,124.160,446.194,NaN,3.183,238.583
35-44,11,0.098716,Hue-3 with Wave-6,,1,0,0.7178951735859784,0.0458962398398316,high_school,3,male,1079,2,1.1,1.9,1,5a381de00006450001bf2691,4648,1,1,75,22,2,fieldSmooth,1,440.039,152.900,288.039,124.160,446.194,NaN,3.183,238.583
35-44,13,0.098716,Hue-3 with Wave-4,,1,0,0.7178951735859784,0.1109620311349742,high_school,3,male,1940,2,1.1,1.9,1,5a381de00006450001bf2691,5600,1,1,75,25,1,fieldSmooth,1,387.910,136.069,264.568,122.552,302.914,NaN,5.445,124.810
35-44,13,0.098716,Hue-3 with Wave-4,,1,0,0.7178951735859784,0.0713588758407002,high_school,3,male,1017,2,1.1,1.9,1,5a381de00006450001bf2691,3578,1,2,75,26,2,fieldSmooth,1,387.910,136.069,264.568,122.552,302.914,NaN,5.445,124.810
35-44,15,0.098716,Hue-7 with Wave-3,,1,0,48.9271395181075,0.0930887882851698,high_school,3,male,1873,2,1.1,1.9,1,5a381de00006450001bf2691,12521,1,4,75,27,1,fieldSmooth,1,856.485,163.068,265.844,282.530,219.062,NaN,4.555,149.956
35-44,15,0.098716,Hue-7 with Wave-3,,1,0,48.9271395181075,0.052030554505982,high_school,3,male,1070,2,1.1,1.9,1,5a381de00006450001bf2691,14696,1,2,75,28,2,fieldSmooth,1,856.485,163.068,265.844,282.530,219.062,NaN,4.555,149.956
35-44,16,0.098716,Hue-5 with Wave-0,,1,0,43.48809406996964,0.0721268321988787,high_school,3,male,2047,2,1.1,1.9,1,5a381de00006450001bf2691,8224,1,5,75,29,1,fieldSmooth,1,529.540,94.932,128.179,195.615,25.259,NaN,1.974,105.416
35-44,16,0.098716,Hue-5 with Wave-0,,1,0,43.48809406996964,0.1029469100382042,high_school,3,male,870,2,1.1,1.9,1,5a381de00006450001bf2691,27808,1,1,75,30,2,fieldSmooth,1,529.540,94.932,128.179,195.615,25.259,NaN,1.974,105.416
35-44,17,0.098716,Hue-3 with Wave-1,,1,0,0.7178951735859784,0.0458709431485987,high_school,3,male,2213,2,1.1,1.9,1,5a381de00006450001bf2691,3853,1,2,75,31,1,fieldSmooth,1,199.610,79.521,165.294,102.733,80.037,NaN,0.395,44.185
35-44,17,0.098716,Hue-3 with Wave-1,,1,0,0.7178951735859784,0.069299233296103,high_school,3,male,987,2,1.1,1.9,1,5a381de00006450001bf2691,6057,1,5,75,32,2,fieldSmooth,1,199.610,79.521,165.294,102.733,80.037,NaN,0.395,44.185
35-44,19,0.098716,Hue-3 with Wave-7,,1,0,0.7178951735859784,0.063399888073667,high_school,3,male,1957,2,1.1,1.9,1,5a381de00006450001bf2691,10273,1,6,75,33,1,fieldSmooth,1,441.330,154.202,290.933,115.660,507.489,NaN,2.657,283.751
35-44,19,0.098716,Hue-3 with Wave-7,,1,0,0.7178951735859784,0.1162854039803736,high_school,3,male,1009,2,1.1,1.9,1,5a381de00006450001bf2691,6899,1,1,75,34,2,fieldSmooth,1,441.330,154.202,290.933,115.660,507.489,NaN,2.657,283.751
35-44,20,0.098716,Hue-3 with Wave-9,,1,0,0.7178951735859784,0.0695058443488073,high_school,3,male,1921,2,1.1,1.9,1,5a381de00006450001bf2691,5003,1,6,75,35,1,fieldSmooth,1,260.394,145.380,269.300,127.204,545.238,NaN,2.699,347.023
35-44,20,0.098716,Hue-3 with Wave-9,,1,0,0.7178951735859784,0.0536535817220095,high_school,3,male,1085,1,1.1,1.9,1,5a381de00006450001bf2691,6755,0,5,75,36,2,fieldSmooth,1,260.394,145.380,269.300,127.204,545.238,NaN,2.699,347.023
35-44,23,0.098716,Hue-7 with Wave-2,,1,0,48.9271395181075,0.110411794068585,high_school,3,male,2051,2,1.1,1.9,1,5a381de00006450001bf2691,4235,1,6,75,41,1,fieldSmooth,1,716.019,159.724,258.461,284.429,159.244,NaN,3.577,183.912
35-44,23,0.098716,Hue-7 with Wave-2,,1,0,48.9271395181075,0.0502227339531522,high_school,3,male,945,2,1.1,1.9,1,5a381de00006450001bf2691,14025,1,5,75,42,2,fieldSmooth,1,716.019,159.724,258.461,284.429,159.244,NaN,3.577,183.912
35-44,24,0.098716,Hue-5 with Wave-1,,1,0,43.48809406996964,0.0877541285154157,high_school,3,male,2134,2,1.1,1.9,1,5a381de00006450001bf2691,5374,1,1,75,43,1,fieldSmooth,1,483.926,111.761,191.859,202.566,78.744,NaN,1.968,128.282
35-44,24,0.098716,Hue-5 with Wave-1,,1,0,43.48809406996964,0.0512353946473422,high_school,3,male,958,2,1.1,1.9,1,5a381de00006450001bf2691,7120,1,5,75,44,2,fieldSmooth,1,483.926,111.761,191.859,202.566,78.744,NaN,1.968,128.282
35-44,25,0.098716,Hue-5 with Wave-4,,1,0,43.48809406996964,0.134178090860425,high_school,3,male,2091,1,1.1,1.9,1,5a381de00006450001bf2691,4746,0,3,75,45,1,fieldSmooth,1,542.862,157.001,275.713,203.203,301.393,NaN,5.142,243.138
35-44,25,0.098716,Hue-5 with Wave-4,,1,0,43.48809406996964,0.0484238117486831,high_school,3,male,1050,2,1.1,1.9,1,5a381de00006450001bf2691,3544,1,6,75,46,2,fieldSmooth,1,542.862,157.001,275.713,203.203,301.393,NaN,5.142,243.138
35-44,26,0.098716,Hue-7 with Wave-6,,0,0,48.9271395181075,0.1019818337498573,high_school,3,male,1964,0,1.1,1.9,1,5a381de00006450001bf2691,6218,-1,5,75,47,1,fieldSmooth,1,911.959,186.361,302.256,283.713,417.395,NaN,4.528,331.909
35-44,26,0.098716,Hue-7 with Wave-6,,1,0,48.9271395181075,0.0709345585905593,high_school,3,male,1043,1,1.1,1.9,1,5a381de00006450001bf2691,3752,0,3,75,48,2,fieldSmooth,1,911.959,186.361,302.256,283.713,417.395,NaN,4.528,331.909
35-44,27,0.098716,Hue-3 with Wave-8,,1,0,0.7178951735859784,0.1087783036545115,high_school,3,male,1858,1,1.1,1.9,1,5a381de00006450001bf2691,4198,0,6,75,49,1,fieldSmooth,1,363.882,155.401,292.072,120.340,554.656,NaN,6.536,256.105
35-44,27,0.098716,Hue-3 with Wave-8,,1,0,0.7178951735859784,0.0672968109764445,high_school,3,male,1088,2,1.1,1.9,1,5a381de00006450001bf2691,8780,1,3,75,50,2,fieldSmooth,1,363.882,155.401,292.072,120.340,554.656,NaN,6.536,256.105
35-44,28,0.098716,Hue-3 with Wave-2,,1,0,0.7178951735859784,0.1103652085675203,high_school,3,male,1935,2,1.1,1.9,1,5a381de00006450001bf2691,6292,1,2,75,51,1,fieldSmooth,1,185.411,110.840,217.029,121.055,154.008,NaN,2.238,74.453
35-44,28,0.098716,Hue-3 with Wave-2,,1,0,0.7178951735859784,0.0644349036702689,high_school,3,male,1034,2,1.1,1.9,1,5a381de00006450001bf2691,4270,1,6,75,52,2,fieldSmooth,1,185.411,110.840,217.029,121.055,154.008,NaN,2.238,74.453
35-44,29,0.098716,Hue-5 with Wave-5,,1,0,43.48809406996964,0.0866109563456442,high_school,3,male,1956,2,1.1,1.9,1,5a381de00006450001bf2691,4379,1,4,75,53,1,fieldSmooth,1,752.870,166.730,295.493,208.345,375.425,NaN,3.922,282.696
35-44,29,0.098716,Hue-5 with Wave-5,,1,0,43.48809406996964,0.1258791812454092,high_school,3,male,989,2,1.1,1.9,1,5a381de00006450001bf2691,9912,1,5,75,54,2,fieldSmooth,1,752.870,166.730,295.493,208.345,375.425,NaN,3.922,282.696
35-44,30,0.098716,Hue-5 with Wave-9,,1,0,43.48809406996964,0.1525443437160296,high_school,3,male,1942,1,1.1,1.9,1,5a381de00006450001bf2691,5288,0,6,75,55,1,fieldSmooth,1,717.168,197.174,329.209,233.705,633.341,NaN,3.885,378.879
35-44,30,0.098716,Hue-5 with Wave-9,,1,0,43.48809406996964,0.088700323032332,high_school,3,male,1022,1,1.1,1.9,1,5a381de00006450001bf2691,4295,0,1,75,56,2,fieldSmooth,1,717.168,197.174,329.209,233.705,633.341,NaN,3.885,378.879
35-44,32,0.098716,Hue-3 with Wave-5,,1,0,0.7178951735859784,0.0624146341105318,high_school,3,male,2042,2,1.1,1.9,1,5a381de00006450001bf2691,5728,1,1,75,57,1,fieldSmooth,1,205.904,142.792,268.649,137.750,362.408,NaN,2.399,184.040
35-44,32,0.098716,Hue-3 with Wave-5,,1,0,0.7178951735859784,0.1023054742608385,high_school,3,male,1024,1,1.1,1.9,1,5a381de00006450001bf2691,10870,0,1,75,58,2,fieldSmooth,1,205.904,142.792,268.649,137.750,362.408,NaN,2.399,184.040
35-44,33,0.098716,Hue-3 with Wave-0,,1,0,0.7178951735859784,0.100183426564088,high_school,3,male,2055,1,1.1,1.9,1,5a381de00006450001bf2691,5357,0,5,75,59,1,fieldSmooth,1,0.000,36.873,54.589,86.182,13.505,NaN,0.398,30.697
35-44,33,0.098716,Hue-3 with Wave-0,,1,0,0.7178951735859784,0.0787902400781277,high_school,3,male,1007,1,1.1,1.9,1,5a381de00006450001bf2691,12955,0,6,75,60,2,fieldSmooth,1,0.000,36.873,54.589,86.182,13.505,NaN,0.398,30.697
35-44,34,0.098716,Hue-7 with Wave-0,,1,0,48.9271395181075,0.0544864611056483,high_school,3,male,1999,1,1.1,1.9,1,5a381de00006450001bf2691,16137,0,6,75,61,1,fieldSmooth,1,826.768,136.254,175.553,278.441,38.804,NaN,3.999,129.034
35-44,34,0.098716,Hue-7 with Wave-0,,1,0,48.9271395181075,0.0783134265985564,high_school,3,male,978,1,1.1,1.9,1,5a381de00006450001bf2691,10718,0,6,75,62,2,fieldSmooth,1,826.768,136.254,175.553,278.441,38.804,NaN,3.999,129.034
35-44,35,0.098716,Hue-7 with Wave-4,,1,0,48.9271395181075,0.0821248685187393,high_school,3,male,2108,1,1.1,1.9,1,5a381de00006450001bf2691,4020,0,3,75,63,1,fieldSmooth,1,682.505,178.292,288.368,294.507,303.614,NaN,5.064,218.314
35-44,35,0.098716,Hue-7 with Wave-4,,1,0,48.9271395181075,0.0409339781297434,high_school,3,male,972,1,1.1,1.9,1,5a381de00006450001bf2691,9176,0,1,75,64,2,fieldSmooth,1,682.505,178.292,288.368,294.507,303.614,NaN,5.064,218.314
35-44,36,0.098716,Hue-5 with Wave-6,,1,0,43.48809406996964,0.0625537162341404,high_school,3,male,2106,1,1.1,1.9,1,5a381de00006450001bf2691,5489,0,2,75,65,1,fieldSmooth,1,777.737,172.934,299.126,211.032,444.492,NaN,4.212,251.011
35-44,36,0.098716,Hue-5 with Wave-6,,1,0,43.48809406996964,0.0638775003069307,high_school,3,male,1066,2,1.1,1.9,1,5a381de00006450001bf2691,4646,1,3,75,66,2,fieldSmooth,1,777.737,172.934,299.126,211.032,444.492,NaN,4.212,251.011
35-44,37,0.098716,Hue-5 with Wave-2,,1,0,43.48809406996964,0.0814336607007642,high_school,3,male,2004,2,1.1,1.9,1,5a381de00006450001bf2691,4331,1,1,75,67,1,fieldSmooth,1,383.867,132.518,236.046,206.193,155.581,NaN,3.091,138.542
35-44,37,0.098716,Hue-5 with Wave-2,,1,0,43.48809406996964,0.0486523468713595,high_school,3,male,1137,2,1.1,1.9,1,5a381de00006450001bf2691,7355,1,1,75,68,2,fieldSmooth,1,383.867,132.518,236.046,206.193,155.581,NaN,3.091,138.542
35-44,39,0.098716,Hue-7 with Wave-1,,1,0,48.9271395181075,0.0648262386940066,high_school,3,male,1937,1,1.1,1.9,1,5a381de00006450001bf2691,6646,0,1,75,71,1,fieldSmooth,1,682.872,135.461,208.565,278.159,76.398,NaN,3.754,162.844
35-44,39,0.098716,Hue-7 with Wave-1,,1,0,48.9271395181075,0.0621384476037575,high_school,3,male,999,2,1.1,1.9,1,5a381de00006450001bf2691,3892,1,4,75,72,2,fieldSmooth,1,682.872,135.461,208.565,278.159,76.398,NaN,3.754,162.844
35-44,40,0.098716,Hue-5 with Wave-8,,1,0,43.48809406996964,0.0974247828692175,high_school,3,male,2053,2,1.1,1.9,1,5a381de00006450001bf2691,3355,1,4,75,73,1,fieldSmooth,1,1024.959,180.543,317.588,213.748,589.747,NaN,7.354,256.712
35-44,40,0.098716,Hue-5 with Wave-8,,1,0,43.48809406996964,0.0584855721850902,high_school,3,male,1152,1,1.1,1.9,1,5a381de00006450001bf2691,5999,0,3,75,74,2,fieldSmooth,1,1024.959,180.543,317.588,213.748,589.747,NaN,7.354,256.712
35-44,1,0.098716,Hue-7 with Wave-9,,1,0,47.19109842023962,0.0785516543983891,high_school,3,male,1269,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,9043,0,5,77,1,1,fieldSmooth,2,1553.347,211.103,337.679,298.060,646.910,NaN,5.596,384.991
35-44,1,0.098716,Hue-7 with Wave-9,,1,0,47.19109842023962,0.0925407567744066,high_school,3,male,1168,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,11135,1,5,77,2,2,fieldSmooth,2,1553.347,211.103,337.679,298.060,646.910,NaN,5.596,384.991
35-44,2,0.098716,Hue-5 with Wave-0,,1,0,8.478160530821302,0.0653521744162614,high_school,3,male,1476,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5160,0,5,77,3,1,fieldSmooth,2,418.158,86.100,113.558,194.657,20.599,NaN,2.079,76.516
35-44,2,0.098716,Hue-5 with Wave-0,,1,0,8.478160530821302,0.0431308773047348,high_school,3,male,1526,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5044,0,6,77,4,2,fieldSmooth,2,418.158,86.100,113.558,194.657,20.599,NaN,2.079,76.516
35-44,4,0.098716,Hue-7 with Wave-7,,1,0,47.19109842023962,0.1096167026186313,high_school,3,male,1561,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,9669,0,2,77,7,1,fieldSmooth,2,1016.151,200.454,322.758,287.644,498.893,NaN,5.199,355.541
35-44,4,0.098716,Hue-7 with Wave-7,,1,0,47.19109842023962,0.0568020917483457,high_school,3,male,1227,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,8787,0,4,77,8,2,fieldSmooth,2,1016.151,200.454,322.758,287.644,498.893,NaN,5.199,355.541
35-44,7,0.098716,Hue-5 with Wave-3,,1,0,8.478160530821302,0.0496929118007525,high_school,3,male,1479,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5030,0,4,77,11,1,fieldSmooth,2,512.597,147.212,263.844,204.605,231.411,NaN,3.131,128.621
35-44,7,0.098716,Hue-5 with Wave-3,,1,0,8.478160530821302,0.0760241400602276,high_school,3,male,1086,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,7866,1,3,77,12,2,fieldSmooth,2,512.597,147.212,263.844,204.605,231.411,NaN,3.131,128.621
35-44,8,0.098716,Hue-7 with Wave-8,,1,0,47.19109842023962,0.0797381606220625,high_school,3,male,1255,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,8089,0,5,77,13,1,fieldSmooth,2,1325.814,204.650,335.559,285.279,599.060,NaN,7.502,340.405
35-44,8,0.098716,Hue-7 with Wave-8,,1,0,47.19109842023962,0.0579291347930622,high_school,3,male,1309,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,3407,0,6,77,14,2,fieldSmooth,2,1325.814,204.650,335.559,285.279,599.060,NaN,7.502,340.405
35-44,9,0.098716,Hue-7 with Wave-0,,1,0,47.19109842023962,0.0631998482150404,high_school,3,male,1430,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5333,0,3,77,15,1,fieldSmooth,2,803.142,136.277,175.395,278.404,38.732,NaN,4.109,126.404
35-44,9,0.098716,Hue-7 with Wave-0,,1,0,47.19109842023962,0.1115478173472329,high_school,3,male,1096,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,4834,0,6,77,16,2,fieldSmooth,2,803.142,136.277,175.395,278.404,38.732,NaN,4.109,126.404
35-44,10,0.098716,Hue-3 with Wave-7,,1,0,2.9275678782354664,0.06124538643281,high_school,3,male,1664,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5478,0,6,77,17,1,fieldSmooth,2,325.320,153.259,290.517,114.192,506.020,NaN,2.708,289.035
35-44,10,0.098716,Hue-3 with Wave-7,,1,0,2.9275678782354664,0.097328421463927,high_school,3,male,1174,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,4740,0,4,77,18,2,fieldSmooth,2,325.320,153.259,290.517,114.192,506.020,NaN,2.708,289.035
35-44,11,0.098716,Hue-3 with Wave-2,,1,0,2.9275678782354664,0.0561137212229005,high_school,3,male,1922,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,5601,1,6,77,19,1,fieldSmooth,2,185.961,110.883,217.483,121.522,153.927,NaN,2.169,73.544
35-44,11,0.098716,Hue-3 with Wave-2,,1,0,2.9275678782354664,0.069183590139362,high_school,3,male,1167,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,12390,0,3,77,20,2,fieldSmooth,2,185.961,110.883,217.483,121.522,153.927,NaN,2.169,73.544
35-44,13,0.098716,Hue-3 with Wave-1,,1,0,2.9275678782354664,0.0612490551517104,high_school,3,male,1447,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5334,0,4,77,23,1,fieldSmooth,2,0.000,80.195,165.997,103.248,80.031,NaN,0.356,47.951
35-44,13,0.098716,Hue-3 with Wave-1,,1,0,2.9275678782354664,0.0870102302635971,high_school,3,male,1145,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,10562,1,3,77,24,2,fieldSmooth,2,0.000,80.195,165.997,103.248,80.031,NaN,0.356,47.951
35-44,14,0.098716,Hue-7 with Wave-3,,1,0,47.19109842023962,0.1048420764123966,high_school,3,male,1420,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,7807,0,1,77,25,1,fieldSmooth,2,775.741,163.262,265.942,282.481,217.931,NaN,4.550,147.717
35-44,14,0.098716,Hue-7 with Wave-3,,1,0,47.19109842023962,0.0952061675600845,high_school,3,male,1131,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,3877,0,2,77,26,2,fieldSmooth,2,775.741,163.262,265.942,282.481,217.931,NaN,4.550,147.717
35-44,15,0.098716,Hue-5 with Wave-6,,1,0,8.478160530821302,0.0806080090549829,high_school,3,male,1594,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,4096,0,4,77,27,1,fieldSmooth,2,343.873,171.199,296.612,227.078,439.564,NaN,3.381,189.972
35-44,15,0.098716,Hue-5 with Wave-6,,1,0,8.478160530821302,0.056358971693209,high_school,3,male,1532,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,14915,0,2,77,28,2,fieldSmooth,2,343.873,171.199,296.612,227.078,439.564,NaN,3.381,189.972
35-44,16,0.098716,Hue-3 with Wave-5,,1,0,2.9275678782354664,0.0575712182808366,high_school,3,male,2211,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,3461,0,4,77,29,1,fieldSmooth,2,196.306,142.457,268.172,138.955,360.273,NaN,2.254,194.157
35-44,16,0.098716,Hue-3 with Wave-5,,1,0,2.9275678782354664,0.0970090488175032,high_school,3,male,1054,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,4463,0,6,77,30,2,fieldSmooth,2,196.306,142.457,268.172,138.955,360.273,NaN,2.254,194.157
35-44,17,0.098716,Hue-7 with Wave-6,,1,0,47.19109842023962,0.0855670517386058,high_school,3,male,1507,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,8032,0,2,77,31,1,fieldSmooth,2,927.230,186.420,301.995,284.164,415.283,NaN,4.550,334.013
35-44,17,0.098716,Hue-7 with Wave-6,,1,0,47.19109842023962,0.0934415521256612,high_school,3,male,1309,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,51418,0,5,77,32,2,fieldSmooth,2,927.230,186.420,301.995,284.164,415.283,NaN,4.550,334.013
35-44,20,0.098716,Hue-3 with Wave-4,,1,0,2.9275678782354664,0.0614672899930818,high_school,3,male,1521,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,3986,1,6,77,35,1,fieldSmooth,2,394.120,135.860,265.189,122.410,301.957,NaN,5.300,130.918
35-44,20,0.098716,Hue-3 with Wave-4,,1,0,2.9275678782354664,0.0856930705395625,high_school,3,male,1203,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,8689,0,1,77,36,2,fieldSmooth,2,394.120,135.860,265.189,122.410,301.957,NaN,5.300,130.918
35-44,21,0.098716,Hue-7 with Wave-1,,1,0,47.19109842023962,0.0935783871178368,high_school,3,male,1322,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5908,0,4,77,37,1,fieldSmooth,2,693.866,134.923,206.849,277.792,76.186,NaN,3.735,151.050
35-44,21,0.098716,Hue-7 with Wave-1,,1,0,47.19109842023962,0.083966651631908,high_school,3,male,1191,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,5151,0,4,77,38,2,fieldSmooth,2,693.866,134.923,206.849,277.792,76.186,NaN,3.735,151.050
35-44,23,0.098716,Hue-3 with Wave-0,,1,0,2.9275678782354664,0.0798195929267583,high_school,3,male,1180,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,4558,1,3,77,41,1,fieldSmooth,2,59.040,38.833,56.129,88.012,14.332,NaN,0.894,32.196
35-44,23,0.098716,Hue-3 with Wave-0,,1,0,2.9275678782354664,0.0556287939378978,high_school,3,male,1066,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,16428,1,4,77,42,2,fieldSmooth,2,59.040,38.833,56.129,88.012,14.332,NaN,0.894,32.196
35-44,24,0.098716,Hue-7 with Wave-2,,1,0,47.19109842023962,0.1135140270585628,high_school,3,male,1385,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,8385,0,2,77,43,1,fieldSmooth,2,720.380,159.946,258.096,284.445,159.263,NaN,3.519,179.061
35-44,24,0.098716,Hue-7 with Wave-2,,1,0,47.19109842023962,0.0639395982181802,high_school,3,male,1341,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,7831,1,4,77,44,2,fieldSmooth,2,720.380,159.946,258.096,284.445,159.263,NaN,3.519,179.061
35-44,25,0.098716,Hue-5 with Wave-7,,1,0,8.478160530821302,0.0834704465312208,high_school,3,male,1371,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,11903,0,4,77,45,1,fieldSmooth,2,463.997,181.080,315.630,214.042,513.957,NaN,3.032,278.114
35-44,25,0.098716,Hue-5 with Wave-7,,1,0,8.478160530821302,0.0721251038513862,high_school,3,male,1190,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,5366,1,6,77,46,2,fieldSmooth,2,463.997,181.080,315.630,214.042,513.957,NaN,3.032,278.114
35-44,26,0.098716,Hue-5 with Wave-5,,1,0,8.478160530821302,0.080742292644805,high_school,3,male,1529,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,9460,0,1,77,47,1,fieldSmooth,2,580.622,168.995,294.881,225.542,373.251,NaN,3.569,184.027
35-44,26,0.098716,Hue-5 with Wave-5,,1,0,8.478160530821302,0.1182731684840713,high_school,3,male,1023,1,1.1,1.9,1,5bcd315d0f10750001d7f22e,9965,0,1,77,48,2,fieldSmooth,2,580.622,168.995,294.881,225.542,373.251,NaN,3.569,184.027
35-44,28,0.098716,Hue-3 with Wave-3,,1,0,2.9275678782354664,0.0725619290359805,high_school,3,male,1502,2,1.1,1.9,1,5bcd315d0f10750001d7f22e,23441,1,1,77,51,1,fieldSmooth,2,152.669,124.283,237.107,133.847,220.359,NaN,1.617,114.844
