age,blockNum,center,colormap,completionCode,correct,correlation,currentOffsets,distance,education,engagementCorrect,gender,generationTime,modelChoice,noiseAmplitude,noisePerturb,noisePerturbCount,prolificId,responseTime,selectedDecoyType,selection,stimulusCorrect,stimulusNum,trialNum,vis,subjectid
,25,0.098716,Hue-3 with Wave-5,,1,0,2.533162746773119,0.0566412668784905,,2,,640,2,1.1,1.9,1,63e5872c841f61b1309e1d18,6510,1,6,78,46,2,fieldSmooth,4
,26,0.098716,Hue-3 with Wave-6,,1,0,2.533162746773119,0.0785870624877941,,2,,773,1,1.1,1.9,1,63e5872c841f61b1309e1d18,28885,0,3,78,47,1,fieldSmooth,4
,26,0.098716,Hue-3 with Wave-6,,1,0,2.533162746773119,0.0526368694477773,,2,,616,1,1.1,1.9,1,63e5872c841f61b1309e1d18,9062,0,6,78,48,2,fieldSmooth,4
,27,0.098716,Hue-5 with Wave-9,,1,0,58.04611872476544,0.0419412807348664,,2,,818,1,1.1,1.9,1,63e5872c841f61b1309e1d18,13832,0,2,78,49,1,fieldSmooth,4
,27,0.098716,Hue-5 with Wave-9,,1,0,58.04611872476544,0.0664958406367114,,2,,669,2,1.1,1.9,1,63e5872c841f61b1309e1d18,9188,1,6,78,50,2,fieldSmooth,4
,28,0.098716,Hue-3 with Wave-0,,1,0,2.533162746773119,0.0685070337402601,,2,,625,1,1.1,1.9,1,63e5872c841f61b1309e1d18,9555,0,2,78,51,1,fieldSmooth,4
,28,0.098716,Hue-3 with Wave-0,,1,0,2.533162746773119,0.0667464118570168,,2,,629,1,1.1,1.9,1,63e5872c841f61b1309e1d18,23331,0,1,78,52,2,fieldSmooth,4
,29,0.098716,Hue-7 with Wave-8,,1,0,46.23697306705098,0.0975876453432677,,2,,767,1,1.1,1.9,1,63e5872c841f61b1309e1d18,8906,0,6,78,53,1,fieldSmooth,4
,29,0.098716,Hue-7 with Wave-8,,1,0,46.23697306705098,0.1489420422019697,,2,,581,1,1.1,1.9,1,63e5872c841f61b1309e1d18,17004,0,2,78,54,2,fieldSmooth,4
,30,0.098716,Hue-0 with Wave-5,,1,0,0.0,0.0654923372799657,,2,,798,1,1.1,1.9,1,63e5872c841f61b1309e1d18,14616,0,5,78,55,1,fieldSmooth,4
,30,0.098716,Hue-0 with Wave-5,,1,0,0.0,0.0481274712613307,,2,,604,2,1.1,1.9,1,63e5872c841f61b1309e1d18,9624,1,3,78,56,2,fieldSmooth,4
,31,0.098716,Hue-5 with Wave-3,,1,0,58.04611872476544,0.0768907249968546,,2,,746,2,1.1,1.9,1,63e5872c841f61b1309e1d18,8595,1,2,78,57,1,fieldSmooth,4
,31,0.098716,Hue-5 with Wave-3,,1,0,58.04611872476544,0.1105881657145567,,2,,647,1,1.1,1.9,1,63e5872c841f61b1309e1d18,15953,0,1,78,58,2,fieldSmooth,4
,32,0.098716,Hue-0 with Wave-9,,1,0,0.0,0.0547527728968102,,2,,773,1,1.1,1.9,1,63e5872c841f61b1309e1d18,9990,0,1,78,59,1,fieldSmooth,4
,32,0.098716,Hue-0 with Wave-9,,1,0,0.0,0.1062304536108839,,2,,542,1,1.1,1.9,1,63e5872c841f61b1309e1d18,10496,0,6,78,60,2,fieldSmooth,4
,33,0.098716,Hue-7 with Wave-4,,1,0,46.23697306705098,0.0835098375121036,,2,,723,2,1.1,1.9,1,63e5872c841f61b1309e1d18,37919,1,3,78,61,1,fieldSmooth,4
,33,0.098716,Hue-7 with Wave-4,,1,0,46.23697306705098,0.0883093949400121,,2,,619,1,1.1,1.9,1,63e5872c841f61b1309e1d18,3320,0,1,78,62,2,fieldSmooth,4
,34,0.098716,Hue-3 with Wave-2,,1,0,2.533162746773119,0.1206705780842759,,2,,715,2,1.1,1.9,1,63e5872c841f61b1309e1d18,5338,1,2,78,63,1,fieldSmooth,4
,34,0.098716,Hue-3 with Wave-2,,1,0,2.533162746773119,0.0596413945170824,,2,,618,1,1.1,1.9,1,63e5872c841f61b1309e1d18,45574,0,2,78,64,2,fieldSmooth,4
,36,0.098716,Hue-7 with Wave-2,,1,0,46.23697306705098,0.0502054204336147,,2,,635,2,1.1,1.9,1,63e5872c841f61b1309e1d18,33869,1,5,78,65,1,fieldSmooth,4
,36,0.098716,Hue-7 with Wave-2,,1,0,46.23697306705098,0.0950905913977543,,2,,616,2,1.1,1.9,1,63e5872c841f61b1309e1d18,3731,1,1,78,66,2,fieldSmooth,4
,37,0.098716,Hue-7 with Wave-3,,1,0,46.23697306705098,0.0543365526361323,,2,,756,2,1.1,1.9,1,63e5872c841f61b1309e1d18,10385,1,3,78,67,1,fieldSmooth,4
,37,0.098716,Hue-7 with Wave-3,,1,0,46.23697306705098,0.1332461575371226,,2,,575,1,1.1,1.9,1,63e5872c841f61b1309e1d18,39923,0,5,78,68,2,fieldSmooth,4
,38,0.098716,Hue-7 with Wave-1,,1,0,46.23697306705098,0.0691229312900422,,2,,768,1,1.1,1.9,1,63e5872c841f61b1309e1d18,12518,0,6,78,69,1,fieldSmooth,4
,38,0.098716,Hue-7 with Wave-1,,1,0,46.23697306705098,0.0811541850244293,,2,,604,1,1.1,1.9,1,63e5872c841f61b1309e1d18,10072,0,3,78,70,2,fieldSmooth,4
,39,0.098716,Hue-7 with Wave-0,,1,0,46.23697306705098,0.0437874373218254,,2,,782,1,1.1,1.9,1,63e5872c841f61b1309e1d18,11660,0,6,78,71,1,fieldSmooth,4
,39,0.098716,Hue-7 with Wave-0,,1,0,46.23697306705098,0.055130071563214,,2,,616,1,1.1,1.9,1,63e5872c841f61b1309e1d18,6028,0,1,78,72,2,fieldSmooth,4
,40,0.098716,Hue-0 with Wave-6,,1,0,0.0,0.1513848014829777,,2,,729,1,1.1,1.9,1,63e5872c841f61b1309e1d18,11000,0,2,78,73,1,fieldSmooth,4
,40,0.098716,Hue-0 with Wave-6,,1,0,0.0,0.0852285782468078,,2,,613,1,1.1,1.9,1,63e5872c841f61b1309e1d18,6923,0,4,78,74,2,fieldSmooth,4
,41,0.098716,Hue-7 with Wave-7,,1,0,46.23697306705098,0.0878962888175405,,2,,724,1,1.1,1.9,1,63e5872c841f61b1309e1d18,4821,0,1,78,75,1,fieldSmooth,4
,41,0.098716,Hue-7 with Wave-7,,1,0,46.23697306705098,0.0518414611243024,,2,,619,1,1.1,1.9,1,63e5872c841f61b1309e1d18,20665,0,1,78,76,2,fieldSmooth,4
,42,0.098716,Hue-0 with Wave-1,,1,0,0.0,0.0799727433081056,,2,,740,2,1.1,1.9,1,63e5872c841f61b1309e1d18,4102,1,3,78,77,1,fieldSmooth,4
,42,0.098716,Hue-0 with Wave-1,,1,0,0.0,0.0994050636157875,,2,,571,2,1.1,1.9,1,63e5872c841f61b1309e1d18,4224,1,3,78,78,2,fieldSmooth,4
,1,0.098716,Hue-3 with Wave-3,,1,0,44.73369780893667,0.0370279443626846,,2,,905,2,1.1,1.9,1,646774e0f86825ab62c37581,103549,1,3,46,1,1,fieldSmooth,5
,1,0.098716,Hue-3 with Wave-3,,1,0,44.73369780893667,0.0700334951783791,,2,,945,2,1.1,1.9,1,646774e0f86825ab62c37581,46823,1,5,46,2,2,fieldSmooth,5
,2,0.098716,Hue-7 with Wave-0,,1,0,56.88150269999558,0.0714429598064921,,2,,900,1,1.1,1.9,1,646774e0f86825ab62c37581,11332,0,1,46,3,1,fieldSmooth,5
,2,0.098716,Hue-7 with Wave-0,,1,0,56.88150269999558,0.0871988919443761,,2,,866,1,1.1,1.9,1,646774e0f86825ab62c37581,6645,0,4,46,4,2,fieldSmooth,5
,3,0.098716,Hue-7 with Wave-2,,1,0,56.88150269999558,0.0912226020892301,,2,,1095,2,1.1,1.9,1,646774e0f86825ab62c37581,8369,1,3,46,5,1,fieldSmooth,5
,3,0.098716,Hue-7 with Wave-2,,1,0,56.88150269999558,0.091172617187633,,2,,811,2,1.1,1.9,1,646774e0f86825ab62c37581,5453,1,2,46,6,2,fieldSmooth,5
,4,0.098716,Hue-5 with Wave-7,,1,0,27.949694569807928,0.0602204535721998,,2,,1276,2,1.1,1.9,1,646774e0f86825ab62c37581,12525,1,6,46,7,1,fieldSmooth,5
,4,0.098716,Hue-5 with Wave-7,,1,0,27.949694569807928,0.1165621393114343,,2,,753,1,1.1,1.9,1,646774e0f86825ab62c37581,7182,0,5,46,8,2,fieldSmooth,5
,5,0.098716,Hue-3 with Wave-1,,1,0,44.73369780893667,0.0705380922215574,,2,,1039,2,1.1,1.9,1,646774e0f86825ab62c37581,9199,1,3,46,9,1,fieldSmooth,5
,5,0.098716,Hue-3 with Wave-1,,1,0,44.73369780893667,0.1121151144666191,,2,,888,2,1.1,1.9,1,646774e0f86825ab62c37581,5552,1,2,46,10,2,fieldSmooth,5
,6,0.098716,Hue-0 with Wave-4,,1,0,0.0,0.0947566095581474,,2,,1013,2,1.1,1.9,1,646774e0f86825ab62c37581,11373,1,2,46,11,1,fieldSmooth,5
,6,0.098716,Hue-0 with Wave-4,,1,0,0.0,0.1061542222354356,,2,,805,1,1.1,1.9,1,646774e0f86825ab62c37581,18418,0,6,46,12,2,fieldSmooth,5
,7,0.098716,Hue-7 with Wave-5,,1,0,56.88150269999558,0.056247974548423,,2,,1019,2,1.1,1.9,1,646774e0f86825ab62c37581,8201,1,4,46,13,1,fieldSmooth,5
,7,0.098716,Hue-7 with Wave-5,,1,0,56.88150269999558,0.0716096256893073,,2,,963,1,1.1,1.9,1,646774e0f86825ab62c37581,8615,0,3,46,14,2,fieldSmooth,5
,8,0.098716,Hue-3 with Wave-8,,1,0,44.73369780893667,0.0776137965210659,,2,,999,2,1.1,1.9,1,646774e0f86825ab62c37581,17135,1,3,46,15,1,fieldSmooth,5
,8,0.098716,Hue-3 with Wave-8,,1,0,44.73369780893667,0.0611924044822246,,2,,862,1,1.1,1.9,1,646774e0f86825ab62c37581,4942,0,1,46,16,2,fieldSmooth,5
,9,0.098716,Hue-5 with Wave-6,,1,0,27.949694569807928,0.0346546941499937,,2,,1150,2,1.1,1.9,1,646774e0f86825ab62c37581,15357,1,2,46,17,1,fieldSmooth,5
,9,0.098716,Hue-5 with Wave-6,,1,0,27.949694569807928,0.093450502067983,,2,,935,1,1.1,1.9,1,646774e0f86825ab62c37581,5683,0,1,46,18,2,fieldSmooth,5
,10,0.098716,Hue-5 with Wave-0,,1,0,27.949694569807928,0.1016505415377305,,2,,940,1,1.1,1.9,1,646774e0f86825ab62c37581,12572,0,4,46,19,1,fieldSmooth,5
,10,0.098716,Hue-5 with Wave-0,,1,0,27.949694569807928,0.0727574011877378,,2,,844,1,1.1,1.9,1,646774e0f86825ab62c37581,14931,0,2,46,20,2,fieldSmooth,5
,11,0.098716,Hue-5 with Wave-2,,1,0,27.949694569807928,0.0811502680855765,,2,,1028,2,1.1,1.9,1,646774e0f86825ab62c37581,16402,1,3,46,21,1,fieldSmooth,5
,11,0.098716,Hue-5 with Wave-2,,1,0,27.949694569807928,0.0923325347333026,,2,,941,2,1.1,1.9,1,646774e0f86825ab62c37581,4643,1,2,46,22,2,fieldSmooth,5
,12,0.098716,Hue-7 with Wave-7,,1,0,56.88150269999558,0.10235811043931,,2,,1460,2,1.1,1.9,1,646774e0f86825ab62c37581,4115,1,2,46,23,1,fieldSmooth,5
,12,0.098716,Hue-7 with Wave-7,,1,0,56.88150269999558,0.0955682408148146,,2,,1256,1,1.1,1.9,1,646774e0f86825ab62c37581,7437,0,5,46,24,2,fieldSmooth,5
,13,0.098716,Hue-0 with Wave-1,,1,0,0.0,0.1673020048451755,,2,,1919,2,1.1,1.9,1,646774e0f86825ab62c37581,7079,1,6,46,25,1,fieldSmooth,5
,13,0.098716,Hue-0 with Wave-1,,1,0,0.0,0.0464536408686285,,2,,1658,2,1.1,1.9,1,646774e0f86825ab62c37581,6448,1,6,46,26,2,fieldSmooth,5
,14,0.098716,Hue-7 with Wave-4,,1,0,56.88150269999558,0.0469266951324289,,2,,2443,2,1.1,1.9,1,646774e0f86825ab62c37581,9107,1,3,46,27,1,fieldSmooth,5
,14,0.098716,Hue-7 with Wave-4,,1,0,56.88150269999558,0.0875044355754133,,2,,1271,2,1.1,1.9,1,646774e0f86825ab62c37581,21786,1,6,46,28,2,fieldSmooth,5
,15,0.098716,Hue-3 with Wave-4,,1,0,44.73369780893667,0.0654768313211732,,2,,2328,2,1.1,1.9,1,646774e0f86825ab62c37581,39914,1,3,46,29,1,fieldSmooth,5
,15,0.098716,Hue-3 with Wave-4,,1,0,44.73369780893667,0.0741351797499412,,2,,1372,1,1.1,1.9,1,646774e0f86825ab62c37581,31822,0,1,46,30,2,fieldSmooth,5
,16,0.098716,Hue-0 with Wave-9,,1,0,0.0,0.0601782807817066,,2,,2285,1,1.1,1.9,1,646774e0f86825ab62c37581,28133,0,2,46,31,1,fieldSmooth,5
,16,0.098716,Hue-0 with Wave-9,,1,0,0.0,0.1074125734903703,,2,,1129,1,1.1,1.9,1,646774e0f86825ab62c37581,25695,0,3,46,32,2,fieldSmooth,5
,17,0.098716,Hue-5 with Wave-3,,1,0,27.949694569807928,0.0561109430451305,,2,,1626,2,1.1,1.9,1,646774e0f86825ab62c37581,30381,1,1,46,33,1,fieldSmooth,5
,17,0.098716,Hue-5 with Wave-3,,1,0,27.949694569807928,0.0804554727423884,,2,,937,1,1.1,1.9,1,646774e0f86825ab62c37581,31276,0,1,46,34,2,fieldSmooth,5
,18,0.098716,Hue-0 with Wave-8,,1,0,0.0,0.0589686712331351,,2,,1746,2,1.1,1.9,1,646774e0f86825ab62c37581,18323,1,6,46,35,1,fieldSmooth,5
,18,0.098716,Hue-0 with Wave-8,,1,0,0.0,0.1131820888057613,,2,,941,1,1.1,1.9,1,646774e0f86825ab62c37581,72074,0,3,46,36,2,fieldSmooth,5
,19,0.098716,Hue-7 with Wave-8,,0,0,56.88150269999558,0.1056035726192985,,2,,1150,0,1.1,1.9,1,646774e0f86825ab62c37581,48072,-1,6,46,37,1,fieldSmooth,5
,19,0.098716,Hue-7 with Wave-8,,0,0,56.88150269999558,0.0403857662624596,,2,,1030,0,1.1,1.9,1,646774e0f86825ab62c37581,29918,-1,6,46,38,2,fieldSmooth,5
,20,0.098716,Hue-7 with Wave-3,,0,0,56.88150269999558,0.0616666114118053,,2,,1531,0,1.1,1.9,1,646774e0f86825ab62c37581,14279,-1,6,46,39,1,fieldSmooth,5
,20,0.098716,Hue-7 with Wave-3,,0,0,56.88150269999558,0.121956863796623,,2,,1066,0,1.1,1.9,1,646774e0f86825ab62c37581,25196,-1,2,46,40,2,fieldSmooth,5
,21,0.098716,Hue-5 with Wave-1,,0,0,27.949694569807928,0.0825835129797125,,2,,1954,0,1.1,1.9,1,646774e0f86825ab62c37581,27078,-1,6,46,41,1,fieldSmooth,5
,21,0.098716,Hue-5 with Wave-1,,0,0,27.949694569807928,0.1040185796664674,,2,,857,0,1.1,1.9,1,646774e0f86825ab62c37581,21863,-1,2,46,42,2,fieldSmooth,5
,22,0.098716,Hue-0 with Wave-3,,0,0,0.0,0.0593450229338521,,2,,1314,0,1.1,1.9,1,646774e0f86825ab62c37581,15639,-1,2,46,43,1,fieldSmooth,5
,22,0.098716,Hue-0 with Wave-3,,0,0,0.0,0.1187977425533791,,2,,1061,0,1.1,1.9,1,646774e0f86825ab62c37581,23042,-1,3,46,44,2,fieldSmooth,5
,23,0.098716,Hue-3 with Wave-0,,1,0,44.73369780893667,0.1628298361098129,,2,,1696,2,1.1,1.9,1,646774e0f86825ab62c37581,16148,1,2,46,45,1,fieldSmooth,5
,23,0.098716,Hue-3 with Wave-0,,0,0,44.73369780893667,0.1049437466248318,,2,,1239,0,1.1,1.9,1,646774e0f86825ab62c37581,10664,-1,2,46,46,2,fieldSmooth,5
,25,0.098716,Hue-0 with Wave-5,,1,0,0.0,0.0506525331412663,,2,,977,1,1.1,1.9,1,646774e0f86825ab62c37581,20880,0,3,46,47,1,fieldSmooth,5
,25,0.098716,Hue-0 with Wave-5,,0,0,0.0,0.0597016036897567,,2,,962,0,1.1,1.9,1,646774e0f86825ab62c37581,14607,-1,5,46,48,2,fieldSmooth,5
,27,0.098716,Hue-3 with Wave-9,,0,0,44.73369780893667,0.0682227119281508,,2,,1050,0,1.1,1.9,1,646774e0f86825ab62c37581,1586,-1,2,46,49,1,fieldSmooth,5
,27,0.098716,Hue-3 with Wave-9,,1,0,44.73369780893667,0.0609044861758464,,2,,887,2,1.1,1.9,1,646774e0f86825ab62c37581,1755,1,4,46,50,2,fieldSmooth,5
,28,0.098716,Hue-3 with Wave-7,,0,0,44.73369780893667,0.0728508451754437,,2,,1187,0,1.1,1.9,1,646774e0f86825ab62c37581,1648,-1,1,46,51,1,fieldSmooth,5
,28,0.098716,Hue-3 with Wave-7,,0,0,44.73369780893667,0.0601115962870299,,2,,812,0,1.1,1.9,1,646774e0f86825ab62c37581,1845,-1,6,46,52,2,fieldSmooth,5
,29,0.098716,Hue-7 with Wave-6,,1,0,56.88150269999558,0.1004394790502616,,2,,1073,1,1.1,1.9,1,646774e0f86825ab62c37581,1469,0,2,46,53,1,fieldSmooth,5
,29,0.098716,Hue-7 with Wave-6,,0,0,56.88150269999558,0.1157622142197717,,2,,738,0,1.1,1.9,1,646774e0f86825ab62c37581,1605,-1,4,46,54,2,fieldSmooth,5
,30,0.098716,Hue-7 with Wave-9,,0,0,56.88150269999558,0.0853573490877782,,2,,1120,0,1.1,1.9,1,646774e0f86825ab62c37581,1314,-1,3,46,55,1,fieldSmooth,5
,30,0.098716,Hue-7 with Wave-9,,0,0,56.88150269999558,0.0998515860732909,,2,,984,0,1.1,1.9,1,646774e0f86825ab62c37581,1531,-1,5,46,56,2,fieldSmooth,5
,31,0.098716,Hue-0 with Wave-2,,0,0,0.0,0.0670468684960301,,2,,1224,0,1.1,1.9,1,646774e0f86825ab62c37581,1142,-1,1,46,57,1,fieldSmooth,5
,31,0.098716,Hue-0 with Wave-2,,0,0,0.0,0.15529116897571,,2,,761,0,1.1,1.9,1,646774e0f86825ab62c37581,1313,-1,2,46,58,2,fieldSmooth,5
,32,0.098716,Hue-0 with Wave-6,,0,0,0.0,0.0454181041679768,,2,,1139,0,1.1,1.9,1,646774e0f86825ab62c37581,1259,-1,4,46,59,1,fieldSmooth,5
,32,0.098716,Hue-0 with Wave-6,,0,0,0.0,0.092688194307037,,2,,786,0,1.1,1.9,1,646774e0f86825ab62c37581,1441,-1,2,46,60,2,fieldSmooth,5
,33,0.098716,Hue-5 with Wave-5,,1,0,27.949694569807928,0.0829247721723127,,2,,1035,2,1.1,1.9,1,646774e0f86825ab62c37581,1283,1,2,46,61,1,fieldSmooth,5
,33,0.098716,Hue-5 with Wave-5,,0,0,27.949694569807928,0.0665378538975405,,2,,928,0,1.1,1.9,1,646774e0f86825ab62c37581,1396,-1,5,46,62,2,fieldSmooth,5
,34,0.098716,Hue-5 with Wave-8,,1,0,27.949694569807928,0.0577124084082709,,2,,1074,2,1.1,1.9,1,646774e0f86825ab62c37581,1267,1,3,46,63,1,fieldSmooth,5
,34,0.098716,Hue-5 with Wave-8,,0,0,27.949694569807928,0.0706793702199227,,2,,987,0,1.1,1.9,1,646774e0f86825ab62c37581,1393,-1,4,46,64,2,fieldSmooth,5
,35,0.098716,Hue-5 with Wave-9,,1,0,27.949694569807928,0.0635953870998019,,2,,1461,1,1.1,1.9,1,646774e0f86825ab62c37581,1286,0,1,46,65,1,fieldSmooth,5
,35,0.098716,Hue-5 with Wave-9,,1,0,27.949694569807928,0.0741653155653465,,2,,1108,1,1.1,1.9,1,646774e0f86825ab62c37581,1465,0,2,46,66,2,fieldSmooth,5
,37,0.098716,Hue-0 with Wave-7,,0,0,0.0,0.0808962757525096,,2,,1009,0,1.1,1.9,1,646774e0f86825ab62c37581,1702,-1,1,46,67,1,fieldSmooth,5
,37,0.098716,Hue-0 with Wave-7,,0,0,0.0,0.0899725860307333,,2,,813,0,1.1,1.9,1,646774e0f86825ab62c37581,1644,-1,3,46,68,2,fieldSmooth,5
,38,0.098716,Hue-3 with Wave-2,,0,0,44.73369780893667,0.0901846747360792,,2,,1166,0,1.1,1.9,1,646774e0f86825ab62c37581,1404,-1,4,46,69,1,fieldSmooth,5
,38,0.098716,Hue-3 with Wave-2,,0,0,44.73369780893667,0.0708306924420621,,2,,765,0,1.1,1.9,1,646774e0f86825ab62c37581,1586,-1,1,46,70,2,fieldSmooth,5
,39,0.098716,Hue-3 with Wave-5,,1,0,44.73369780893667,0.048814508671942,,2,,1201,2,1.1,1.9,1,646774e0f86825ab62c37581,1471,1,6,46,71,1,fieldSmooth,5
,39,0.098716,Hue-3 with Wave-5,,0,0,44.73369780893667,0.0486803870812258,,2,,844,0,1.1,1.9,1,646774e0f86825ab62c37581,1956,-1,2,46,72,2,fieldSmooth,5
,40,0.098716,Hue-3 with Wave-6,,0,0,44.73369780893667,0.0921977184496149,,2,,1066,0,1.1,1.9,1,646774e0f86825ab62c37581,1315,-1,4,46,73,1,fieldSmooth,5
,40,0.098716,Hue-3 with Wave-6,,0,0,44.73369780893667,0.0868596079140131,,2,,765,0,1.1,1.9,1,646774e0f86825ab62c37581,1673,-1,3,46,74,2,fieldSmooth,5
,41,0.098716,Hue-5 with Wave-4,,0,0,27.949694569807928,0.0657232159521459,,2,,822,0,1.1,1.9,1,646774e0f86825ab62c37581,1457,-1,1,46,75,1,fieldSmooth,5
,41,0.098716,Hue-5 with Wave-4,,0,0,27.949694569807928,0.0579702956969109,,2,,837,0,1.1,1.9,1,646774e0f86825ab62c37581,1486,-1,2,46,76,2,fieldSmooth,5
,42,0.098716,Hue-7 with Wave-1,,1,0,56.88150269999558,0.1128759454658671,,2,,1044,2,1.1,1.9,1,646774e0f86825ab62c37581,1165,1,4,46,77,1,fieldSmooth,5
,42,0.098716,Hue-7 with Wave-1,,0,0,56.88150269999558,0.0724659790111184,,2,,855,0,1.1,1.9,1,646774e0f86825ab62c37581,1527,-1,1,46,78,2,fieldSmooth,5
45-54,1,0.098716,Hue-0 with Wave-6,,1,0,0.0,0.0888152637804482,bachelor,3,male,1385,2,1.1,1.9,1,64788046d0fc88f991d3847c,70645,1,2,78,1,1,fieldSmooth,6
45-54,1,0.098716,Hue-0 with Wave-6,,1,0,0.0,0.0655871920074413,bachelor,3,male,1372,1,1.1,1.9,1,64788046d0fc88f991d3847c,28143,0,5,78,2,2,fieldSmooth,6
45-54,2,0.098716,Hue-0 with Wave-8,,1,0,0.0,0.0668681421876888,bachelor,3,male,1416,1,1.1,1.9,1,64788046d0fc88f991d3847c,14067,0,2,78,3,1,fieldSmooth,6
45-54,2,0.098716,Hue-0 with Wave-8,,1,0,0.0,0.0986959419723067,bachelor,3,male,1174,1,1.1,1.9,1,64788046d0fc88f991d3847c,10377,0,1,78,4,2,fieldSmooth,6
45-54,3,0.098716,Hue-7 with Wave-7,,1,0,50.80507908801665,0.0958098218728004,bachelor,3,male,1844,1,1.1,1.9,1,64788046d0fc88f991d3847c,25946,0,2,78,5,1,fieldSmooth,6
45-54,3,0.098716,Hue-7 with Wave-7,,1,0,50.80507908801665,0.0787558234803093,bachelor,3,male,1284,1,1.1,1.9,1,64788046d0fc88f991d3847c,19534,0,4,78,6,2,fieldSmooth,6
45-54,4,0.098716,Hue-7 with Wave-0,,1,0,50.80507908801665,0.0582927713317275,bachelor,3,male,1567,1,1.1,1.9,1,64788046d0fc88f991d3847c,16862,0,6,78,7,1,fieldSmooth,6
45-54,4,0.098716,Hue-7 with Wave-0,,1,0,50.80507908801665,0.094049270890424,bachelor,3,male,1215,1,1.1,1.9,1,64788046d0fc88f991d3847c,17937,0,3,78,8,2,fieldSmooth,6
45-54,5,0.098716,Hue-7 with Wave-8,,1,0,50.80507908801665,0.0838837924233703,bachelor,3,male,1655,2,1.1,1.9,1,64788046d0fc88f991d3847c,20577,1,4,78,9,1,fieldSmooth,6
45-54,5,0.098716,Hue-7 with Wave-8,,1,0,50.80507908801665,0.0895501538069735,bachelor,3,male,1270,1,1.1,1.9,1,64788046d0fc88f991d3847c,8587,0,4,78,10,2,fieldSmooth,6
45-54,6,0.098716,Hue-3 with Wave-6,,1,0,48.88652920118138,0.0840033984834565,bachelor,3,male,1441,1,1.1,1.9,1,64788046d0fc88f991d3847c,21783,0,1,78,11,1,fieldSmooth,6
45-54,6,0.098716,Hue-3 with Wave-6,,1,0,48.88652920118138,0.0611554042099073,bachelor,3,male,1326,1,1.1,1.9,1,64788046d0fc88f991d3847c,8127,0,5,78,12,2,fieldSmooth,6
45-54,7,0.098716,Hue-3 with Wave-3,,1,0,48.88652920118138,0.0615209436047798,bachelor,3,male,2157,1,1.1,1.9,1,64788046d0fc88f991d3847c,6056,0,1,78,13,1,fieldSmooth,6
45-54,7,0.098716,Hue-3 with Wave-3,,1,0,48.88652920118138,0.0563959418308573,bachelor,3,male,1383,1,1.1,1.9,1,64788046d0fc88f991d3847c,21769,0,1,78,14,2,fieldSmooth,6
45-54,8,0.098716,Hue-3 with Wave-1,,1,0,48.88652920118138,0.0707631711742782,bachelor,3,male,1627,2,1.1,1.9,1,64788046d0fc88f991d3847c,8111,1,5,78,15,1,fieldSmooth,6
45-54,8,0.098716,Hue-3 with Wave-1,,1,0,48.88652920118138,0.0791029178139905,bachelor,3,male,1239,2,1.1,1.9,1,64788046d0fc88f991d3847c,21333,1,1,78,16,2,fieldSmooth,6
45-54,9,0.098716,Hue-5 with Wave-9,,1,0,6.782622075387934,0.1062189933042115,bachelor,3,male,1354,1,1.1,1.9,1,64788046d0fc88f991d3847c,8968,0,1,78,17,1,fieldSmooth,6
45-54,9,0.098716,Hue-5 with Wave-9,,1,0,6.782622075387934,0.0835758024966085,bachelor,3,male,1323,2,1.1,1.9,1,64788046d0fc88f991d3847c,16956,1,4,78,18,2,fieldSmooth,6
45-54,10,0.098716,Hue-3 with Wave-5,,1,0,48.88652920118138,0.0870664616363938,bachelor,3,male,1740,1,1.1,1.9,1,64788046d0fc88f991d3847c,12875,0,6,78,19,1,fieldSmooth,6
45-54,10,0.098716,Hue-3 with Wave-5,,1,0,48.88652920118138,0.0766243166871688,bachelor,3,male,1386,1,1.1,1.9,1,64788046d0fc88f991d3847c,13211,0,2,78,20,2,fieldSmooth,6
45-54,11,0.098716,Hue-3 with Wave-8,,1,0,48.88652920118138,0.0685992848002198,bachelor,3,male,1511,1,1.1,1.9,1,64788046d0fc88f991d3847c,8316,0,5,78,21,1,fieldSmooth,6
45-54,11,0.098716,Hue-3 with Wave-8,,1,0,48.88652920118138,0.0641443194097499,bachelor,3,male,1405,2,1.1,1.9,1,64788046d0fc88f991d3847c,27847,1,4,78,22,2,fieldSmooth,6
45-54,12,0.098716,Hue-0 with Wave-1,,1,0,0.0,0.0597353646300041,bachelor,3,male,1648,2,1.1,1.9,1,64788046d0fc88f991d3847c,7667,1,6,78,23,1,fieldSmooth,6
45-54,12,0.098716,Hue-0 with Wave-1,,1,0,0.0,0.0653206109570512,bachelor,3,male,1301,2,1.1,1.9,1,64788046d0fc88f991d3847c,6679,1,3,78,24,2,fieldSmooth,6
45-54,13,0.098716,Hue-7 with Wave-3,,1,0,50.80507908801665,0.070771864936844,bachelor,3,male,1636,1,1.1,1.9,1,64788046d0fc88f991d3847c,46679,0,6,78,25,1,fieldSmooth,6
45-54,13,0.098716,Hue-7 with Wave-3,,1,0,50.80507908801665,0.0598002924623931,bachelor,3,male,1314,1,1.1,1.9,1,64788046d0fc88f991d3847c,16654,0,5,78,26,2,fieldSmooth,6
45-54,14,0.098716,Hue-0 with Wave-5,,1,0,0.0,0.0396509889318769,bachelor,3,male,1699,2,1.1,1.9,1,64788046d0fc88f991d3847c,23852,1,1,78,27,1,fieldSmooth,6
